source_system,source_code,source_term,suggested_icd_name,confidence_score,justification
"Siddha","TMD1.3","Āṇ Tōṭam","Infectious gastroenteritis","90%","The symptoms described—regurgitation, green diarrhea, and continuous crying—strongly suggest an infectious gastroenteritis,  while the 'infection caused due to male birds' is likely a traditional folk etiology not directly translatable to a specific ICD-11 pathogen."
"Siddha","TMD1.4","Tērai Tōṭam","K70.0, Cholera","80%","The symptoms described in 'Tērai Tōṭam', including diarrhea leading to emaciation, dehydration (excessive thirst, dry mouth), and other systemic effects, strongly suggest cholera; however, other diarrheal diseases must be considered, reducing confidence."
"Siddha","TN","Valippu","Epileptic seizure","95%","The Siddha term 'Valippu', meaning 'seizures', directly corresponds to the clinical presentation of an epileptic seizure, a specific category within ICD-11's classification of neurological disorders."
"Siddha","TNA","Vaḷi","Epileptic seizure","90%","The Siddha term 'Vali' (வளி), describing seizures, directly maps to the ICD-11 category encompassing various types of epileptic seizures, which are characterized by abnormal brain activity causing convulsions or other neurological disturbances."
"Siddha","TNA1.1","Mānta Valippu","Epileptic seizure","80%","The description of 'Mānta Valippu' as seizures linked to digestive issues, featuring symptoms like diarrhoea, teeth gnashing, and spasmic pain, aligns with epileptic seizures, although the digestive component might be a secondary or comorbid factor requiring further investigation to confirm an ICD-11 code's specificity."
"Siddha","TNA1.2","Kākkai Valippu","Epileptic seizure","90%","The description of Kākkai Valippu, including staring, spasticity, phlegm accumulation, tongue dryness, and slurred speech, closely matches the clinical presentation of an epileptic seizure as defined in ICD-11; the mention of 'increased aiyam' suggests an imbalance potentially contributing to the seizure activity."
"Siddha","TNA1.3","Aḷḷu Valippu","J45, Chronic obstructive pulmonary disease", "90%", "The description of 'Aḷḷu Valippu' including phlegm accumulation in the chest and breathlessness, strongly suggests chronic obstructive pulmonary disease (COPD), aligning with its characteristic symptoms of mucus hypersecretion and airflow limitation.  The mention of affected 'saram' and 'seneer' (likely referencing lung and related tissues) further supports this mapping."
"Siddha","TNA1.4","Puṟa Icivu","Congenital torticollis, unspecified","90%","The provided definition of 'Puṟa Icivu' clearly describes congenital muscular torticollis, aligning directly with the ICD-11 description, although the mention of phlegm and aiyam are not directly part of the western medical definition."
"Siddha","TO","Caṉṉi","Delirium","95%","The Siddha term 'Caṉṉi' directly translates to 'Delirium', which is a specific and well-defined diagnostic category within ICD-11, making the mapping highly accurate."
"Siddha","TOD","Mukkuṟṟam","Delirium, unspecified","90%","The Siddha term 'Mukkuṟṟam' directly translates to delirium, and the provided definition explicitly states it's a type of delirium, aligning strongly with the broad ICD-11 category of unspecified delirium."
"Siddha","TOD1.1","Mānta Caṉṉi","Epileptic seizure","90%","The symptoms of Mānta Caṉṉi, including convulsions, fever, and altered consciousness, strongly suggest an epileptic seizure, especially given the causative factor of digestive disorders potentially indicating a secondary cause of the seizure activity as per the provided description."
"Siddha","TOD1.2","Māntakaṇa Caṉṉi","Epileptic seizure","90%","The description of 'Māntakaṇa Caṉṉi' as seizures stemming from digestive and respiratory issues, coupled with mentions of fever and internal imbalances, points towards a seizure disorder, most likely epileptic in nature, aligning with ICD-11's broad definition of epileptic seizures."
"Siddha","TOD1.3","Āma Caṉṉi","Delirium, unspecified","80%","The symptoms described in the long definition of Āma Caṉṉi, including fever, altered mental state (delirium), gastrointestinal issues (flatulence, constipation, black stool), and other systemic signs, strongly suggest a delirium state as defined by ICD-11, although the etiology remains unspecified based solely on the provided information."
"Siddha","TOD1.4","Kōrāma Caṉṉi","Delirium, unspecified","80%","The description of 'Kōrāma Caṉṉi' includes fever, convulsions, and muscle cramps, strongly suggesting a delirious state; the mention of dropsy hints at potential underlying systemic issues, but delirium remains the most prominent and directly mappable symptom complex within the ICD-11 classification."
"Siddha","TOD1.5","Tāntirīka Caṉṉi","Delirium","90%","The core symptoms of 'Tāntirīka Caṉṉi'—delirium, fever, and cold extremities—directly correspond to the diagnostic criteria for Delirium in ICD-11, with the chillness in lower limbs being a possible additional symptom."
"Siddha","TOD1.6","Alarttiṭu Caṉṉi","Delirium, unspecified","90%","The Siddha term 'Alarttiṭu Caṉṉi' directly translates to delirium, and its associated symptoms (chills, incoherent speech, emaciation, sweating, pallor) closely match the ICD-11 definition of delirium, making it the most appropriate and specific mapping."
"Siddha","TOD1.7","Viṭu Caṉṉi","Epilepsy due to other specified causes","90%","The description of 'Viṭu Caṉṉi' as seizures caused by poisoning, encompassing symptoms like neck pain, fever, thirst, and referencing  'increased vali, Aẕal', points towards a seizure disorder with a clearly identifiable etiology, aligning with the ICD-11 category of Epilepsy due to other specified causes, although the exact toxin remains unspecified."
"Siddha","TOD1.8","Kuḷir Caṉṉi","Epileptic seizure","90%","The description of 'Kuḷir Caṉṉi' as seizures caused by poisoning, with symptoms including rigor, sweating, fever, headache, and anorexia, strongly suggests a seizure disorder, possibly triggered by a toxin.  The mention of increased 'Aẕal' (likely referring to some humoral imbalance) doesn't preclude an ICD-11 diagnosis of epileptic seizure."
"Siddha","TOD1.9","Tōṭa Caṉṉi","Infectious gastroenteritis with fever and convulsions","90%","The symptoms of diarrhoea, vomiting, fever, and convulsions (seizures) described in the Siddha definition of Toṭa Caṉṉi directly correspond to the manifestations of infectious gastroenteritis, which can lead to febrile seizures in children, as per ICD-11 criteria."
"Siddha","U","Pal Nōykaḷ","KA15.0 - Caries of teeth and other dental caries", "95%", "The Siddha term 'Pal Nōykaḷ' directly translates to 'dental disorders,' encompassing a broad range of conditions, with dental caries being a common and significant component; therefore, KA15.0, which covers caries and other dental caries, provides the most accurate and specific mapping within ICD-11."
"Siddha","UA","Pal Nōykaḷ","KA00.0, Caries of teeth","90%","The Siddha term 'Pal Nōykaḷ' (பல் நோய்கள்), meaning 'dental diseases', encompasses various dental issues, with caries being a highly prevalent and significant component.  Therefore, caries of teeth (KA00.0) offers the most specific ICD-11 mapping."
"Siddha","UAA","Vaḷi","K00-K07 Diseases of gums, periodontal tissues, and jaw bones","90%","The Siddha term 'Vali' describing dental disease strongly suggests conditions affecting the gums, periodontal tissues, or jaw bones, encompassed within the ICD-11 category K00-K07, which covers various periodontal diseases and other dental issues."
"Siddha","UAA1.1","Pal Kūccam","KF78.0 (Tooth hypersensitivity)", "90%", "The provided description of 'Pal Kūccam' clearly points to tooth hypersensitivity, which aligns precisely with ICD-11 KF78.0, encompassing the causes mentioned like worn enamel, decay, and gum recession."
"Siddha","UAA1.2","Pal Kuttal","KA16.0 - Toothache", "95%", "The provided description explicitly states 'Tooth ache' as the primary symptom, which directly corresponds to the ICD-11 code KA16.0, encompassing all types of toothache irrespective of the underlying cause (in this case, an imbalance of Aẕal humour as per Siddha)."
"Siddha","UAA1.3","Pallāṭṭam","KF76.2 - Erosion of tooth enamel","90%","The Siddha term 'Pallāṭṭam' describes weak, shaky teeth due to enamel erosion, directly corresponding to the ICD-11 definition of enamel erosion which is a specific type of dental caries, falling under KF76.2."
"Siddha","UAA1.4","Pal Cāytal","KF01.0 Extraction of teeth","95%","'Pal Cāytal' directly translates to dental uprooting or tooth extraction, which precisely matches the ICD-11 code KF01.0 for Extraction of teeth;  the mention of minimal trauma is a procedural detail, not a defining characteristic of the procedure itself."
"Siddha","UAA1.5","Kuṭṭippal","KF74.0 (Dental caries of permanent teeth)","70%","While 'Kuṭṭippal' refers to wisdom teeth, the description emphasizes their eruption and humoral imbalance, not necessarily decay or disease.  KF74.0 is the closest ICD-11 code addressing dental issues related to permanent molars, acknowledging the lack of specific mention of pathology."
